can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,full_name,position
True,True,100.0,100.0,216646,0,0,3,-3,4,4,4.2,4.2,0,Yoane,4.2,110,False,,2024-11-13T14:30:07.614563Z,6.3,216646.jpg,5.0,False,Wissa,11.0,False,,a,4,94,101,3215597,11272,2420114,5672,0.7,16.0,Wissa,50.0,2021-08-10,False,p216646,1571,10,3,4,28,0,0,0,2,0,0,16,408,469.2,221.7,599.0,128.3,19,10.30,1.18,11.48,28.25,0,0,0,0,0,0,0,46,7,121,11,15,7,34,9,,,,,4.0,,0.59,0.0,0.07,0.66,1.62,1.6,53,22,45,9,13,5,31,8,1.09,0.23,Yoane Wissa,Forward
True,True,,,508395,0,0,-1,1,0,3,1.0,1.0,0,Yehor,1.0,111,False,,,4.4,508395.jpg,1.2,False,Yarmoliuk,2.8,False,,a,4,94,22,545807,341,550801,747,0.2,5.0,Yarmoliuk,225.0,2022-10-28,False,p508395,613,0,0,0,16,0,0,0,2,0,0,0,130,133.0,89.8,46.0,26.8,6,0.54,0.35,0.89,16.35,0,0,0,0,0,0,0,289,129,241,151,280,152,300,151,,,,,,,0.08,0.0,0.05,0.13,2.4,2.35,526,312,253,121,390,186,110,32,0.88,0.0,Yehor Yarmoliuk,Midfielder
True,False,0.0,0.0,48760,0,0,0,0,0,2,0.0,0.0,0,Mathias,0.0,112,False,Joined Anderlecht,2024-08-16T11:51:35.999618Z,4.5,48760.jpg,0.0,False,Jorgensen,0.0,False,,u,4,94,0,0,0,4097,1,0.0,0.0,Zanka,,,False,p48760,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,634,238,630,238,611,236,634,238,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,357,53,584,224,643,238,680,227,0.0,0.0,Mathias Jorgensen,Defender
True,True,100.0,100.0,244858,0,0,-4,4,0,3,0.0,0.0,0,Fábio,0.0,314,False,,2025-01-02T08:00:08.994288Z,4.6,244858.jpg,1.7,False,Freitas Gouveia Carvalho,0.5,False,,a,4,94,27,180704,68,275188,137,0.0,5.9,Carvalho,173.0,2024-08-12,False,p244858,418,1,1,0,13,0,0,0,1,0,0,1,95,106.4,60.5,129.0,29.1,3,2.12,0.52,2.64,11.14,0,0,0,0,0,0,0,317,147,289,175,167,102,289,146,4.0,,,,,,0.46,0.0,0.11,0.57,2.4,2.8,353,226,669,274,318,146,268,82,0.65,0.0,Fábio Freitas Gouveia Carvalho,Midfielder
True,True,100.0,100.0,444765,0,0,1,-1,1,2,2.8,2.8,0,Sepp,2.8,338,False,,2024-12-19T00:30:07.020968Z,4.1,444765.jpg,1.8,False,van den Berg,2.7,False,,a,4,94,35,616036,1071,389558,400,0.7,8.5,Van den Berg,152.0,2024-08-22,False,p444765,1607,0,1,2,35,0,0,0,1,0,0,1,126,363.4,74.6,117.0,55.6,18,0.77,0.43,1.20,32.16,0,0,0,0,0,0,0,107,40,264,74,184,39,178,54,,,,,,,0.04,0.0,0.02,0.06,1.8,1.96,606,158,99,25,294,95,117,45,1.01,0.11,Sepp van den Berg,Defender
True,True,,,591357,0,0,-1,1,0,3,0.0,0.0,0,Ryan,0.0,602,False,,,4.4,591357.jpg,1.0,False,Trevitt,0.1,False,,a,4,94,1,9119,8,8627,8,0.0,0.2,Trevitt,241.0,2024-01-08,False,p591357,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,487,228,478,239,609,243,497,233,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,537,322,581,215,445,203,513,191,0.0,0.0,Ryan Trevitt,Midfielder
True,True,0.0,0.0,626464,0,0,-1,1,0,3,0.0,0.0,0,Gustavo,0.0,634,False,Back injury - Unknown return date,2024-09-12T15:00:06.996116Z,4.9,626464.jpg,0.0,False,Nunes Fernandes Gomes,0.0,False,,i,4,94,0,424,1,476,0,0.0,0.0,G.Nunes,30.0,2024-08-28,False,p626464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,731,312,728,313,720,310,731,312,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,283,182,707,299,733,314,741,317,0.0,0.0,Gustavo Nunes Fernandes Gomes,Midfielder
True,False,0.0,0.0,499717,0,0,0,0,0,2,0.0,0.0,0,Jayden,0.0,649,False,Loaned to Preston North End,2025-01-17T12:25:36.920912Z,4.0,499717.jpg,1.0,False,Meghoma,0.0,False,,u,4,94,1,5922,0,5345,14,0.0,0.2,Meghoma,241.0,2024-08-30,False,p499717,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,0.14,0,0,0,0,0,0,0,502,178,462,168,523,189,501,176,,,,,,,0.0,0.0,0.0,0.0,3.15,0.0,657,190,487,163,421,143,553,191,0.0,0.0,Jayden Meghoma,Defender
True,False,0.0,0.0,592662,0,0,0,0,0,3,0.0,0.0,0,Tony,0.0,661,False,Loaned to Exeter City,2025-01-24T10:48:13.441165Z,4.5,592662.jpg,0.0,False,Yogane,0.0,False,,u,4,94,0,2806,0,2384,6,0.0,0.0,Yogane,241.0,2024-07-19,False,p592662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,707,299,703,301,689,295,706,298,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,466,294,661,270,714,303,675,282,0.0,0.0,Tony Yogane,Midfielder
True,True,,,220695,0,0,0,0,0,3,0.2,0.2,0,Paris,0.2,674,False,,,4.5,220695.jpg,1.0,False,Maghoma,0.0,False,,a,4,94,5,1440,15,898,12,0.0,1.1,Maghoma,241.0,2020-08-01,False,p220695,74,0,0,0,0,0,0,0,0,0,0,0,20,15.4,4.2,4.0,2.3,0,0.00,0.03,0.03,0.85,0,0,0,0,0,0,0,445,207,429,220,413,216,456,216,,,,,,,0.0,0.0,0.04,0.04,1.03,0.0,373,232,395,183,448,205,691,290,0.0,0.0,Paris Maghoma,Midfielder
True,True,,,622536,0,0,0,0,0,2,0.0,0.0,0,Benjamin,0.0,705,False,,,4.0,622536.jpg,0.0,False,Arthur,0.0,False,,a,4,94,0,1700,29,723,8,0.0,0.0,Arthur,241.0,2024-03-08,False,p622536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,606,229,591,227,558,220,606,229,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,697,226,522,194,616,229,656,223,0.0,0.0,Benjamin Arthur,Defender
True,True,,,100042830,0,0,0,0,0,5,4.0,4.0,0,Thomas,4.0,752,False,,,0.8,100042830.jpg,0.0,False,Frank,1.2,False,,a,4,94,8,623,115,897,89,5.0,10.0,Frank,58.0,2018-10-16,False,man42831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2,513,8,489,8,448,8,513,8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,750,13,47,13,524,8,419,7,0.0,0.0,Thomas Frank,
True,True,,,607464,0,0,0,0,0,2,2.1,2.1,0,Michael,0.0,757,False,,,4.5,607464.jpg,0.0,False,Kayode,0.0,False,,a,4,94,0,106,34,4,1,0.0,0.0,Kayode,106.0,2025-01-24,False,p607464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,711,248,708,248,694,246,711,248,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,471,77,663,235,716,247,750,250,0.0,0.0,Michael Kayode,Defender
True,True,100.0,100.0,535818,0,0,-3,3,0,3,0.7,0.7,1,Simon,1.2,113,False,,2024-09-29T22:30:06.392264Z,5.2,535818.jpg,2.2,False,Adingra,0.3,False,,a,5,36,35,115372,27,151514,79,0.2,6.7,Adingra,54.0,2022-06-24,False,p535818,590,2,1,1,13,0,0,0,0,0,0,0,115,137.6,109.2,150.0,39.8,6,1.44,1.43,2.87,11.06,0,0,0,0,0,0,0,284,125,220,137,144,93,239,122,,,,,,,0.22,0.0,0.22,0.44,1.69,1.98,170,104,241,117,243,109,310,97,0.92,0.15,Simon Adingra,Midfielder
True,False,0.0,0.0,475480,0,0,0,0,0,3,0.0,0.0,0,Benicio,0.0,114,False,Loaned to Port Vale,2024-08-10T12:17:28.055765Z,4.5,475480.jpg,0.0,False,Baker-Boaitey,0.0,False,,u,5,36,0,0,0,523,1,0.0,0.0,Baker-Boaitey,,,False,p475480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,660,265,657,268,639,260,660,265,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,248,612,233,669,269,748,323,0.0,0.0,Benicio Baker-Boaitey,Midfielder
True,True,100.0,100.0,535301,0,0,0,0,1,3,0.9,0.9,0,Carlos,1.4,115,False,,2024-11-23T17:30:08.295877Z,5.0,535301.jpg,2.5,False,Baleba,0.2,False,,a,5,36,50,60982,16,53688,89,0.3,10.0,Baleba,38.0,2023-08-29,False,p535301,1520,2,1,5,21,0,0,0,5,1,0,4,270,298.0,217.0,119.0,63.5,18,1.29,0.59,1.88,22.43,0,0,0,0,0,0,0,148,56,124,87,182,111,144,84,,,,,,,0.08,0.0,0.03,0.11,1.33,1.24,230,145,216,99,190,82,390,135,1.07,0.3,Carlos Baleba,Midfielder
True,False,0.0,0.0,543158,0,0,0,0,0,2,0.0,0.0,0,Valentín,0.0,116,False,Loaned to Sevilla,2024-08-23T23:00:06.122778Z,4.0,543158.jpg,0.0,False,Barco,2.2,False,,u,5,36,0,34254,0,1982452,179,0.0,0.0,Barco,,,False,p543158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,585,211,570,209,536,201,585,211,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,673,205,499,174,595,211,129,48,0.0,0.0,Valentín Barco,Defender
True,False,0.0,0.0,519324,0,0,0,0,0,3,0.0,0.0,0,Amario,0.0,118,False,Loaned to Blackburn Rovers,2024-08-31T06:29:40.845798Z,4.5,519324.jpg,0.0,False,Cozier-Duberry,0.0,False,,u,5,36,0,1560,0,13577,2,0.0,0.0,Cozier-Duberry,,,False,p519324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,677,278,674,281,658,273,677,278,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,432,270,631,248,685,282,608,241,0.0,0.0,Amario Cozier-Duberry,Midfielder
True,False,0.0,0.0,168090,0,0,-1,1,0,3,0.0,0.0,0,Mahmoud,0.0,119,False,Transferred to Eintracht Frankfurt,2024-08-31T06:30:37.645175Z,4.9,168090.jpg,0.0,False,Dahoud,0.0,False,,u,5,36,0,380,0,2967,0,0.0,0.0,Dahoud,,,False,p168090,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,724,308,722,310,712,305,724,308,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,249,157,694,290,727,311,683,286,0.0,0.0,Mahmoud Dahoud,Midfielder
True,True,100.0,100.0,83299,0,0,-3,3,0,2,-0.1,-0.1,-3,Lewis,0.4,120,False,,2025-01-24T00:00:09.589300Z,4.2,83299.jpg,2.0,False,Dunk,3.1,False,,a,5,36,38,726888,287,892030,1120,0.1,9.0,Dunk,241.0,2009-07-01,False,p83299,1560,0,1,4,30,1,0,0,4,0,0,0,188,322.6,99.6,79.0,50.1,17,0.69,0.64,1.33,27.30,0,0,0,0,0,0,0,136,51,230,62,227,62,203,61,,,4.0,,,,0.04,0.0,0.04,0.08,1.58,1.73,580,138,330,96,261,83,104,40,0.98,0.23,Lewis Dunk,Defender
True,True,25.0,25.0,204214,0,0,0,0,1,2,0.5,0.5,0,Pervis,2.6,122,False,Muscle injury - 25% chance of playing,2025-01-26T12:00:08.902967Z,5.0,204214.jpg,2.2,False,Estupiñán,1.1,False,,d,5,36,39,380447,4,303435,2558,0.5,7.8,Estupiñan,62.0,2022-07-16,False,p204214,1415,0,1,2,24,0,0,0,3,0,0,6,202,294.2,384.1,90.0,77.0,15,0.50,1.65,2.15,24.29,0,0,0,0,0,0,0,151,57,52,9,211,52,108,22,2.0,,2.0,,,,0.03,0.0,0.1,0.13,1.54,1.53,201,24,112,31,240,75,201,79,0.95,0.13,Pervis Estupiñán,Defender
True,True,75.0,75.0,487117,0,0,0,0,0,4,-0.2,-0.2,1,Evan,0.2,123,False,Lack of match fitness - 75% chance of playing,2024-12-31T16:00:06.783068Z,5.5,487117.jpg,1.5,False,Ferguson,0.2,False,,d,5,36,20,65701,24,66277,63,0.0,3.6,Ferguson,104.0,2021-08-23,False,p487117,234,1,0,1,7,0,0,0,0,0,0,2,69,56.6,35.6,57.0,14.6,2,0.57,0.40,0.97,4.93,0,0,0,0,0,0,0,373,38,328,38,264,40,364,39,,,5.0,,,,0.22,0.0,0.15,0.37,1.9,2.69,119,35,417,49,350,39,357,55,0.77,0.38,Evan Ferguson,Forward
True,False,0.0,0.0,243568,0,0,0,0,0,3,0.0,0.0,0,Billy,0.0,124,False,Transferred to Napoli,2024-08-31T06:42:09.507349Z,5.0,243568.jpg,1.5,False,Gilmour,0.0,False,,u,5,36,3,2640,0,16554,1,0.0,0.6,Gilmour,,,False,p243568,97,0,0,0,1,0,0,0,0,0,0,0,21,11.4,11.9,2.0,2.5,1,0.08,0.04,0.12,1.32,0,0,0,0,0,0,0,454,210,397,213,435,227,453,215,,,,,,,0.07,0.0,0.04,0.11,1.22,0.93,210,130,712,304,348,162,576,226,0.93,0.0,Billy Gilmour,Midfielder
True,False,0.0,0.0,60307,0,0,0,0,0,3,0.0,0.0,0,Pascal,0.0,125,False,Permanent transfer to Borussia Dortmund,2024-08-02T13:11:40.837259Z,6.5,60307.jpg,0.0,False,Groß,0.0,False,,u,5,36,0,0,0,8226,0,0.0,0.0,Gross,,,False,p60307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,754,327,754,327,754,327,754,327,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,41,21,746,323,754,327,621,251,0.0,0.0,Pascal Groß,Midfielder
True,True,100.0,100.0,532529,0,0,-1,1,1,3,-0.3,-0.3,0,Jack,0.2,126,False,,2024-11-10T01:30:07.476316Z,4.9,532529.jpg,2.4,False,Hinshelwood,0.0,False,,a,5,36,29,23549,7,24685,3,0.0,5.9,Hinshelwood,241.0,2022-12-30,False,p532529,899,1,0,3,16,0,0,0,3,0,0,3,135,118.2,113.2,78.0,31.1,11,0.80,0.74,1.54,17.83,0,0,0,0,0,0,0,299,135,217,136,234,130,278,140,,,,,,,0.08,0.0,0.07,0.15,1.78,1.6,279,181,412,193,205,90,541,206,1.1,0.3,Jack Hinshelwood,Midfielder
True,False,0.0,0.0,612855,0,0,0,0,0,3,0.0,0.0,0,Ibrahim,0.0,127,False,Loaned to Feyenoord,2024-08-16T11:54:28.483822Z,5.0,612855.jpg,0.0,False,Osman,0.0,False,,u,5,36,0,0,0,1149,0,0.0,0.0,I.Osman,,,False,p612855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,744,321,743,322,738,320,744,321,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,237,150,724,310,745,322,736,313,0.0,0.0,Ibrahim Osman,Midfielder
True,True,0.0,0.0,223434,0,0,-2,2,0,2,0.0,0.0,0,Igor Julio,0.4,128,False,Hamstring injury - Expected back 01 Jun,2025-01-04T22:00:07.109334Z,4.3,223434.jpg,1.4,False,dos Santos de Paulo,0.1,False,,i,5,36,17,13242,2,19655,26,0.1,4.0,Igor,30.0,2023-07-26,False,p223434,900,0,0,1,16,0,0,0,4,0,0,0,103,182.2,40.5,4.0,22.7,9,0.05,0.23,0.28,15.26,0,0,0,0,0,0,0,247,90,317,99,411,146,320,105,,,,,,,0.0,0.0,0.02,0.02,1.53,1.6,563,125,336,101,359,119,483,168,0.9,0.1,Igor Julio dos Santos de Paulo,Defender
True,True,100.0,100.0,475168,0,0,0,0,2,4,2.3,2.3,1,João Pedro,2.8,129,False,,2025-01-09T16:30:08.389436Z,5.5,475168.jpg,4.4,False,Junqueira de Jesus,12.3,False,,a,5,36,80,4836410,1743,5406095,12559,0.5,14.5,João Pedro,30.0,2023-06-14,False,p475168,1340,5,5,5,17,0,0,0,3,0,0,15,328,342.2,262.4,422.0,102.6,16,4.02,2.17,6.19,17.56,0,0,0,0,0,0,0,122,17,94,7,43,18,64,16,,,,,1.0,,0.27,0.0,0.15,0.42,1.18,1.14,118,34,106,13,37,9,27,6,1.07,0.34,João Pedro Junqueira de Jesus,Forward
True,False,0.0,0.0,484658,0,0,0,0,0,3,0.0,0.0,0,Kacper,0.0,130,False,Permanent transfer to Gaziantep FK,2024-07-22T09:03:00.342050Z,4.5,484658.jpg,0.0,False,Kozłowski,0.0,False,,u,5,36,0,0,0,96,0,0.0,0.0,Kozlowski,,,False,p484658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,662,266,659,269,641,261,662,266,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,402,249,614,234,671,270,757,328,0.0,0.0,Kacper Kozłowski,Midfielder
True,True,100.0,100.0,232792,0,0,-1,1,1,2,-0.1,-0.1,-1,Tariq,0.4,131,False,,2025-01-12T22:30:08.674166Z,4.4,232792.jpg,2.6,False,Lamptey,0.3,False,,a,5,36,26,69285,39,64032,204,0.1,5.9,Lamptey,81.0,2020-01-31,False,p232792,516,2,2,0,19,0,0,0,0,0,0,1,47,150.8,65.9,37.0,25.3,6,0.35,0.37,0.72,10.69,0,0,0,0,0,0,0,267,98,275,77,291,93,307,98,,,,,,,0.06,0.0,0.06,0.12,1.86,3.31,506,101,338,103,167,53,303,111,1.05,0.0,Tariq Lamptey,Defender
True,True,0.0,0.0,109345,0,0,0,0,0,3,0.0,0.0,0,Solly,0.0,132,False,Muscle injury - Unknown return date,2025-01-26T12:00:08.941531Z,6.5,109345.jpg,0.5,False,March,0.0,False,,i,5,36,1,4498,6,3917,63,0.0,0.2,March,241.0,2012-07-01,False,p109345,23,0,0,0,0,0,0,0,1,0,0,0,6,7.4,5.0,4.0,1.6,0,0.07,0.02,0.09,0.38,0,0,0,0,0,0,0,466,219,424,219,418,219,475,223,,,,,,,0.27,0.0,0.08,0.35,1.49,0.0,42,22,747,324,514,241,623,252,0.0,0.0,Solly March,Midfielder
True,False,0.0,0.0,550141,0,0,0,0,0,3,0.0,0.0,0,Adrian,0.0,133,False,Has joined Vitesse Arnhem on loan for the rest of the season,2024-08-29T11:08:43.963582Z,4.5,550141.jpg,0.0,False,Mazilu,0.0,False,,u,5,36,0,720,0,4067,0,0.0,0.0,Mazilu,,,False,p550141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,691,290,688,293,673,286,691,290,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,448,283,645,260,699,294,678,284,0.0,0.0,Adrian Mazilu,Midfielder
True,True,0.0,0.0,15157,0,0,0,0,0,3,0.0,0.0,0,James,0.0,134,False,Hamstring injury - Unknown return date,2024-08-31T21:00:04.655035Z,5.0,15157.jpg,1.7,False,Milner,0.0,False,,i,5,36,5,4706,1,10638,9,0.0,1.0,Milner,241.0,2023-07-01,False,p15157,169,0,0,1,1,0,0,0,1,0,0,0,24,28.6,66.3,12.0,10.7,3,0.16,0.15,0.31,1.98,0,0,0,0,0,0,0,412,191,273,166,372,200,380,184,,,,,,,0.09,0.0,0.08,0.17,1.05,0.53,188,115,708,300,320,148,567,220,1.6,0.53,James Milner,Midfielder
True,True,100.0,100.0,592031,0,0,-5,5,1,3,2.5,2.5,2,Yankuba,3.0,135,False,,2025-01-12T22:30:08.694313Z,5.0,592031.jpg,2.6,False,Minteh,0.4,False,,a,5,36,49,268856,55,364263,123,0.6,9.8,Minteh,78.0,2024-07-01,False,p592031,831,3,3,1,18,0,0,0,5,0,0,3,186,207.8,202.1,207.0,61.9,8,2.41,2.69,5.10,13.44,0,0,0,0,0,0,0,221,94,129,90,101,66,148,87,5.0,,,,,,0.26,0.0,0.29,0.55,1.46,1.95,235,148,93,39,174,73,288,90,0.87,0.11,Yankuba Minteh,Midfielder
True,True,100.0,100.0,451340,0,0,-2,2,1,3,4.7,4.7,1,Mitoma,5.2,136,False,,2024-12-03T12:30:08.039613Z,6.3,451340.jpg,4.0,False,Kaoru,5.4,False,,a,5,36,95,2091305,1034,1938155,5054,0.8,15.1,Mitoma,108.0,2021-08-09,False,p451340,1887,5,4,4,29,0,0,0,0,0,0,10,361,417.8,472.2,585.0,147.5,21,5.10,3.41,8.51,28.84,0,0,0,0,0,0,0,65,20,33,27,17,10,18,13,,,,,,,0.24,0.0,0.16,0.4,1.38,1.38,55,30,21,10,54,27,67,19,1.0,0.19,Mitoma Kaoru,Midfielder
True,False,0.0,0.0,243505,0,0,-1,1,0,3,0.0,0.0,0,Jakub,0.2,137,False,Loaned to Feyenoord,2025-01-22T10:15:11.772489Z,4.4,243505.jpg,1.0,False,Moder,0.5,False,,u,5,36,4,173459,0,161677,303,0.0,0.9,Moder,172.0,2020-10-05,False,p243505,9,0,0,0,0,0,0,0,0,0,0,0,17,15.8,36.0,2.0,5.4,0,0.00,0.53,0.53,0.26,0,0,0,0,0,0,0,442,206,326,186,431,223,426,203,,,,,,,0.0,0.0,5.3,5.3,2.6,0.0,509,304,391,181,438,198,258,78,0.0,0.0,Jakub Moder,Midfielder
True,False,0.0,0.0,574402,0,0,0,0,0,4,0.0,0.0,0,Mark,0.0,138,False,Season long to Portsmouth,2024-08-30T10:16:16.061223Z,4.5,574402.jpg,0.0,False,O’Mahony,0.2,False,,u,5,36,0,31158,0,72408,33,0.0,0.0,O’Mahony,,,False,p574402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,698,61,694,61,680,61,697,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,455,75,651,58,705,64,360,57,0.0,0.0,Mark O’Mahony,Forward
True,False,0.0,0.0,445548,0,0,0,0,0,2,0.0,0.0,0,Odeluga,0.0,139,False,Loaned to Blackpool,2024-08-31T06:26:46.238644Z,4.0,445548.jpg,0.0,False,Offiah,0.1,False,,u,5,36,0,2639,0,13431,4,0.0,0.0,Offiah,,,False,p445548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,561,194,544,190,507,179,561,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,640,179,472,154,571,194,526,184,0.0,0.0,Odeluga Offiah,Defender
True,True,,,491598,0,0,-1,1,0,3,-0.5,-0.5,0,Cameron,0.0,140,False,,,4.4,491598.jpg,0.0,False,Peupion,0.1,False,,a,5,36,0,10243,17,10535,22,0.0,0.0,Peupion,13.0,2022-08-23,False,p491598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,625,241,622,245,600,234,625,241,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,521,307,569,203,635,246,507,186,0.0,0.0,Cameron Peupion,Midfielder
True,False,0.0,0.0,441192,0,0,-1,1,0,3,0.0,0.0,0,Jeremy,0.0,141,False,Loaned to Burnley,2024-08-31T06:27:42.007071Z,4.9,441192.jpg,1.0,False,Sarmiento Morante,0.0,False,,u,5,36,1,354,0,2947,0,0.0,0.2,Sarmiento,,,False,p441192,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,505,236,457,230,716,308,505,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,268,173,701,295,470,219,686,288,0.0,0.0,Jeremy Sarmiento Morante,Midfielder
True,True,0.0,0.0,49262,0,0,-4,4,0,1,0.0,0.0,0,Jason,0.0,142,False,Shoulder injury - Unknown return date,2025-01-24T16:00:08.785970Z,4.1,49262.jpg,4.5,False,Steele,0.9,False,,i,5,36,9,297735,12,330302,363,0.0,2.2,Steele,241.0,2018-07-01,False,p49262,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,2,0.00,0.00,0.00,1.88,0,0,0,0,0,0,0,392,35,593,53,561,40,439,35,,,,,,,0.0,1.5,0.0,0.0,0.94,0.5,601,38,524,63,29,3,218,30,1.0,0.5,Jason Steele,Goalkeeper
True,False,0.0,0.0,450434,0,0,0,0,0,4,0.0,0.0,0,Deniz,0.0,143,False,Transferred to Stuttgart,2024-08-10T12:18:55.962223Z,5.5,450434.jpg,0.0,False,Undav,0.0,False,,u,5,36,0,0,0,1463,0,0.0,0.0,Undav,,,False,p450434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,750,78,751,78,749,78,750,78,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,116,33,738,76,751,78,722,81,0.0,0.0,Deniz Undav,Forward
True,True,100.0,100.0,469142,0,0,0,0,1,2,1.9,1.9,-1,Jan Paul,2.4,144,False,,2024-09-29T22:30:06.452903Z,4.5,469142.jpg,2.4,False,van Hecke,0.9,False,,a,5,36,53,222589,66,176304,645,0.5,11.8,Van Hecke,152.0,2020-09-10,False,p469142,1880,0,1,4,30,0,0,0,4,0,0,4,256,446.4,195.1,85.0,72.7,21,0.75,1.06,1.81,28.78,0,0,0,0,0,0,0,57,18,136,29,217,55,118,26,,,,,,,0.04,0.0,0.05,0.09,1.38,1.44,398,69,125,38,201,61,214,82,1.01,0.19,Jan Paul van Hecke,Defender
